"",Rice (Kayiso),Kg,Retail,2400,2800,2400,2400,2300,2300,2400,2000,2000,2200,1600,2200,2400,2200,,2700,,2500,250
"",,,Wholesale,2000,2500,2300,2000,2000,2100,2200,1800,1800,2100,1500,2100,2200,2000,,2200,,2400,230
"",Rice (Super),Kg,Retail,2400,2500,2500,2000,2500,2600,2600,2600,2500,2400,2400,2400,2500,2500,2800,,2500,2600,250
"",,,Wholesale,2200,2300,2250,1800,2200,2300,2400,2400,2200,2300,2200,2200,2200,2200,,,2400,2500,240
"",Rice (Upland),Kg,Retail,2000,2200,2200,2000,2500,2300,2300,2100,2000,,,,2400,2200,2200,2500,,2300,200
"",,,Wholesale,1900,2000,2000,1800,2300,2100,2100,1900,1800,,,,2200,2000,2000,1850,,2100,180
"",Simsim,Kg,Retail,3000,,2700,3000,4500,3000,2500,2300,2200,2500,,2400,2500,2500,,,3100,3000,400
"",,,Wholesale,2800,,2500,2700,4000,2500,2000,2050,2000,2400,,2300,,2200,,,3000,2500,380
"",Sorghum Flour,Kg,Retail,1000,1000,1400,,1700,1200,1000,1200,1000,900,,1000,1600,700,,1600,1400,,120
"",,,Wholesale,700,900,1300,,1500,900,800,900,900,700,,800,1500,600,,1400,1300,,100
"",Sorghum Grain,Kg,Retail,700,900,1200,,1500,1000,650,800,800,,500,630,1000,600,600,1300,1100,800,100
"",,,Wholesale,500,800,1000,,1400,700,600,700,700,,470,550,900,500,500,1100,1000,600,80
"",Soya Beans,Kg,Retail,2000,1400,1800,1400,1650,1600,1400,1300,1500,1800,1300,1400,2000,1400,800,1700,1400,1500,150
"",,,Wholesale,1800,1200,1500,1300,1500,1300,1100,1200,1300,1700,1200,1200,,1200,600,1450,1300,1200,140
"",Sunflower,Kg,Retail,,,,,,,400,,,,,450,,,,,,,
"",,,Wholesale,,,,,,,350,,,,,380,,,,,,,
"",Sweet Potatoes,Kg,Retail,500,150,1000,1000,400,350,500,1400,280,300,143,450,550,1200,700,200,1200,650,
"",,,Wholesale,400,100,700,600,350,300,450,1200,260,200,143,400,500,1000,500,170,1000,450,
"",Turkey,bird,Retail,,,28000,,32000,33000,36000,33000,43000,,25000,34000,,,,,,27000,3700
"",,,Wholesale,,,25000,,30000,28000,26000,30000,40000,,20000,32000,,,,,,24000,3500
"",Vanilla (Unprocessed),Kg,Retail,,,,,,,2700,,,,,,,,,,,3000,300
