"CentralEasternNorthernWesternCommodityKibogaLuwero MasakaNakaseroNakawa OwinoIgangaJinjaKapch MbaleSorotiAruaLiraKabaleKaseseKisoro MbraMinMaxAvg",Central,Eastern,Northern,Western,,,,,,,,,,,,,,,,,,
Irish Potatoes,Kg,Retail,800,1000,600,700,450,520,650,700,500,600,900,1300,1000,320,1100,,,320,1300,743
"",,Wholesale,600,800,450,650,380,480,520,600,400,500,750,1200,800,290,1000,,,290,1200,628
Maize Flour,Kg,Retail,1500,1200,1100,1350,1300,1050,1200,1200,1200,1200,1200,1400,1200,1300,1200,,1100,1050,1500,1231
"",,Wholesale,1250,1150,970,1100,1000,980,1050,1000,1000,1000,1100,1300,1000,1150,1100,,1000,970,1300,1072
Maize Grain,Kg,Retail,500,1000,800,1000,750,470,600,530,600,800,600,700,1200,1000,900,1000,1200,470,1200,803
"",,Wholesale,400,800,600,900,600,460,500,500,500,600,500,600,1000,620,800,700,1000,400,1000,652
Matooke,Kg,Retail,500,700,212,450,360,280,450,250,300,450,350,500,900,300,,175,800,175,900,436
"",,Wholesale,400,600,175,400,320,250,400,220,200,350,300,400,700,270,,125,600,125,700,357
Matooke (Bunch),Bunch,Retail,7000,5700,,10000,8000,8000,14000,12500,6000,12000,9500,9000,8000,8000,7300,7000,12500,5700,14000,9031
"",,Wholesale,4800,4800,,9000,7000,6000,12000,11000,4000,10000,9000,8500,6000,6500,7000,5000,10000,4000,12000,7538
Milk,Ltrs,Retail,800,500,700,800,900,700,800,800,500,900,800,1000,1200,600,750,700,500,500,1200,762
"",,Wholesale,600,500,400,700,800,600,600,700,400,800,700,900,1000,500,700,500,400,400,1000,635
Millet Flour,Kg,Retail,1600,1000,1900,1500,1900,1375,1500,1500,,1500,1400,1600,800,1600,1300,1200,900,800,1900,1411
"",,Wholesale,1400,850,1400,1200,1500,1210,1300,1200,,1200,1300,1500,600,1250,1250,1100,700,600,1500,1185
Millet Grain,Kg,Retail,1200,900,1400,1200,1000,,1100,1000,1050,1200,850,1000,600,1200,1250,1100,1000,600,1400,1066
"",,Wholesale,800,650,1200,1000,850,,900,900,1000,1000,800,900,500,950,1200,1000,800,500,1200,903
Pineapple,whole,Retail,1000,1100,1000,1700,700,1000,2500,1500,1200,1500,1600,2200,1500,500,1000,800,1000,500,2500,1282
"",,Wholesale,800,950,700,1500,500,700,1800,1000,1000,1000,1400,1900,1200,350,800,500,500,350,1900,976
Pork,Kg,Retail,4000,4000,4000,,5000,,,5000,,4000,4000,5000,,5000,5200,5000,,4000,5200,4564
"",,Wholesale,2800,3800,3500,,3500,,,4500,,4000,3800,5000,,3800,5000,4500,,2800,5000,4018
Rice (Kayiso),Kg,Retail,2000,1800,2400,2000,1800,1600,1700,1700,,1700,1700,2000,2000,2500,,2800,2500,1600,2800,2013
"",,Wholesale,1800,1600,2000,1800,1600,1450,1500,1600,,1500,1600,1800,1800,,,2500,2250,1450,2500,1771
Rice (Super),Kg,Retail,2200,2500,1800,2500,2400,2200,2000,2300,1800,2200,2000,2200,2200,2200,2200,1800,2200,1800,2500,2159
"",,Wholesale,2000,1950,1600,2200,1950,1800,1800,2000,1600,1800,1800,1900,2000,2000,2100,1700,1800,1600,2200,1882
Rice (Upland),Kg,Retail,1800,1700,2000,2200,1800,1700,1700,1700,2000,,,2000,2000,2000,,1800,2000,1700,2200,1886
"",,Wholesale,1700,1650,1800,2000,1600,1500,1500,1600,1800,,,,1800,1850,,1700,1700,1500,2000,1708
Simsim,Kg,Retail,3000,3000,,5000,3000,2500,2000,2000,,3000,2400,2000,1800,4000,,,2300,1800,5000,2769
"",,Wholesale,2500,2500,,4500,2400,1800,1900,1800,,2500,2200,1500,1500,3200,,,2000,1500,4500,2331
Sorghum Flour,Kg,Retail,,1800,,2000,1000,1000,1000,800,,1000,650,1500,500,,1400,800,1300,500,2000,1135
"",,Wholesale,,1600,,1800,700,840,850,700,,800,600,1400,400,,1300,700,1200,400,1800,992
Sorghum Grain,Kg,Retail,700,,,,800,500,750,700,700,800,550,1000,500,,,800,1000,500,1000,733
"",,Wholesale,500,,,,500,470,650,600,500,500,450,900,400,,,700,800,400,900,581
Soya Beans,Kg,Retail,1500,1600,1400,2200,1500,1100,1300,2000,1500,1300,1500,1700,,1300,950,1000,2500,950,2500,1522
"",,Wholesale,1000,1400,1300,2000,1000,900,1100,1700,1250,1000,1300,1500,,900,900,700,2400,700,2400,1272
Sunflower,Kg,Retail,,,,,,400,1000,,,,400,,600,,,,,400,1000,600
"",,Wholesale,,,,,,350,800,,,,350,,500,,,,,350,800,500
Sweet Potatoes,Kg,Retail,600,1000,700,350,350,500,700,280,300,600,250,450,,250,,150,,150,1000,463
"",,Wholesale,400,600,500,300,300,,550,260,200,400,200,400,,150,,100,,100,600,335
Tea (Unprocessed),Kg,Retail,,,,,,400,,,,,,,,,,,,400,400,400
"",,Wholesale,,,,,,,,,,,,,,,,,,,,
Turkey,bird,Retail,25000,,,30000,35000,35000,,28000,,25000,29000,,32000,,,,38000,25000,38000,30778
"",,Wholesale,21000,,,25000,30000,28000,,25000,,20000,27000,,30000,,,,,20000,30000,25750
Vanilla (Unprocessed),Kg,Retail,,,,,,2700,,,,,,,,,,,,2700,2700,2700
