"",,Wholesale,900,1000,1400,1300 1600,2200,1800,,1200,1500 1700,1600,1400,1500,1800 1500,1700,1400,1300 1500,1350,1482.5,
Millet Grain,Kg,Retail,1200,1000,1500,1500 1200,1800,1000,1200,1000,1100 1200,1150,1100,1000,1200 800,1500,1100,1200 1300,1300,1207.1,
"",,Wholesale,900,900,1400,1300 1000,1500,950,999,950,1000 1100,900,1000,900,1000 600,1100,1000,1000 1200,1100,1038,
Rice (Kayiso),Kg,Retail,2000,2800,2200,2200 2000,,1800,1600,1600,1800 2200,1500,1800,2000,2000 2000,2300,,,2500,2017.6,
"",,Wholesale,1800,2500,2000,1800 1600,,1550,1300,1400,1700 2100,1200,1600,1800,1800 1700,2000,,,2300,1773.5,
Rice (Super),Kg,Retail,2400,2300,2400,2200 2500,2500,2400,2500,1800,2400 2300,2400,2200,2700,2700 2200,2500,2400,2200,2400,2370,
"",,Wholesale,2100,2200,2200,1800 2000,2300,2100,2250,1930,2100 2200,2200,1800,,2600 2000,2100,2300,2000,2100,2120,
Rice (Upland),Kg,Retail,1700,2200,2400,2200 2000,2500,1900,,180,1800 2000,,,2000,2000 2000,2000,,,2800,1978.7,
"",,Wholesale,1500,2000,2200,1700 1600,2300,1700,,1630,1700 1800,,,1800,1800 1700,1600,,,2500,1835.3,
Simsim,Kg,Retail,3000,,3800,3000 3000,5000,2300,2500,2700,2700 2500,2600,2500,2400,2400 2500,4000,2000,,4000,2938.9,
"",,Wholesale,2800,,3500,2700 2700,4500,2100,2350,2400,2500 2400,2400,2100,2000,2200 2200,3000,1800,,3800,2636.1,
Sorghum Flour,Kg,Retail,1000,900,1500,1000,1800,700,,1150,1000 1000,500,900,800,1700,,2000,1200,1000,1134.4,
"",,Wholesale,700,800,1300,700,1700,550,,870,900 900,400,600,700,1500,,1800,1000,750,948.13,
Sorghum Grain,Kg,Retail,700,800,1200,800,1700,350,350,750,800,300,250,500,300 200,1000,1100,,850,702.94,
"",,Wholesale,500,700,1000,500,1500,300,250,570,700,250,220,350,280 150,700,1000,,750,571.76,
Fish,,,,,,,,,,,,,,,,,,,,,
"Fish, Nile Perch",Kg,Retail,6000,,6000,4500 7500,,7000,,5300,6000,4500,5000,5000,7500,7000,,10000 4000,7500,6186.7,
"",,Wholesale,5000,,6000,3500 6500,,6000,,4300,5500,4000,4500,,6000,6500,,9000 4000,6800,5542.9,
"Fish, Tilapia",whole,Retail,3500,4600,2800,3700 4500,8000,6000,4200,6600,8500 4500,6000,7000,7300,7750,3500,4500,10000 4200,7000,5707.5,
"",,Wholesale,3000,4200,2000,2800 4000,7000,5000,3900,5300,7500 3000,5000,5000,,7000,3000,4200,9000 3700,6500,4794.7,
Fruits,,,,,,,,,,,,,,,,,,,,,
Apple Bananas,Kg,Retail,1000,550,1000,1100 1000,1100,1200,1400,1400,225 400,,550,650,1500,1000,650,700 600,750,882.89,
"",,,,,,,,,,,,,,,,,,,,,1500
"",,Wholesale,700,500,900,800 700,1000,1100,1200,900,190 300,,400,600,1400,700,600,600 400,600,715.26,
Cavendish (Bogoya),Kg,Retail,1300,750,1300,1100 1000,1400,1600,1600,2500,600 1000,2000,600,550,1800 2000,2000,1600,2400 500,1200,1371.4,
"",,Wholesale,1250,650,1200,600 800,1200,1500,1300,200,580 800,1500,400,500,1600 1800,1500,1550,1800 400,1000,1053.8,
Matooke,Kg,Retail,250,375,1500,375 430,550,300,1000,400,180 250,1200,600,400,1300 1000,1300,700,460,650,661,
"",,Wholesale,195,325,1200,300 340,500,240,800,300,150 200,1000,500,350,1000 800,1000,650,400,500,537.5,
Matooke (Bunch),Bunch,Retail,6000,15000,9000,16000 9500,15000,10000,19000,15000,9000 5000,11000,21000,11000,17000 7000,6000,16800,15000 10000,6000,11871,
"",,Wholesale,4000,13000,8500,14000 7500,13000,8000,18000,12500,7500 4000,9000,18000,9500,15500 4000,5500,16500,12000 8000,5000,10143,
Pineapple,whole,Retail,1000,1000,1200,900 1000,2500,1200,1800,2000,,2000,2900,1500,1800 16500,1000,1600,1000,1200,2338.9,
"",,,,,,,,,,,,,,,,,,,,,2500
"",,Wholesale,700,800,1000,600 700,2000,800,1600,1400,,1500,2500,,1600 1000,700,1500,700,1000,1182.4,
"",,,,,,CENTRAL,,,,,EASTERN,,,,NORTHERN,,,WESTERN,,,Organic
Commodity Name,Unit,,KAL,KIB,LUW,MSK NAK,NKS,OWI,BUS,IGA,JJA KAP,MBA,SOR,ARU,GUL LRA,FTP,KAS,KLE KSR,MBR,Avg,prices
Oil Seeds,,,,,,,,,,,,,,,,,,,,,
"Groundnuts, Unpounded",Kg,Retail,3400,2800,3800,2300 3000,4000,3300,3000,2700,2600 3200,2800,2800,3000,2500 3500,3000,3100,3000 3100,2600,3023.8,
"",,Wholesale,3100,2600,3500,2100 2500,3500,2700,2830,2500,2300 3000,2600,2700,2500,2350 3000,2800,3000,2800 2800,2400,2741.9,
Soya Beans,Kg,Retail,2000,1400,1900,1900 1500,2000,1200,1200,1450,1800 1800,1800,1400,1500,1000,1500,1600,3000,2300,1697.4,
"",,Wholesale,1800,1200,1600,1800 1300,1700,1000,1050,1200,1700 1700,1500,1100,,800,1000,1500,2750,2000,1483.3,
Sunflower,Kg,Retail,,,,,3000,400,,,,,600,,,,,,3200,1800,
"",,Wholesale,,,,,2700,350,,,,,450,,,,,,3000,1625,
Poultry Products,,,,,,,,,,,,,,,,,,,,,
"Chicken, Exotic",bird,Retail,7500,,7500,8500 6000,8000,7000,7000,5800,8000,6500,10500,,8000 4500,10000,8000,9000 9000,15000,8100,
"",,Wholesale,7000,,7000,7000 5000,7500,5500,6500,4800,7000,5000,7500,,6500 4000,8000,7800,7000 7000,13000,6838.9,
"Chicken, Local",bird,Retail,9000,14000,8500,15000,13000,15000,9500,11800,16000 8000,7000,11000,12000,12000 8000,15000,17500,12000 12000,13000,11965,
"",,,,,,,,,,,,,,,,,,,,,15000
"",,Wholesale,8000,12000,8000,12000 11500,12000,13000,8500,8800,14500 6000,6000,8000,11000,10000 7000,13000,17000,10000 8500,12500,10348,
"Eggs, Exotic",tray,Retail,5000,6000,4500,4700 6000,5500,5000,7500,5300,5000 6000,5500,5800,7500,5000 6000,6000,5800,6500 6500,7300,5828.6,
"",,Wholesale,4500,5500,4000,3500 5000,5000,4500,5400,4900,4500 5500,5300,5600,5700,4500 5500,5000,5500,5500 5500,6700,5100,
"Eggs, Local",tray,Retail,8500,9000,4800,9000 12000,14000,13000,9000,8000,7000 7000,9000,9000,7500,6500,9000,,9000 12000,8000,9015.8,
"",,Wholesale,7500,7500,4500,7500 10000,12000,10000,7500,6000,6000 6500,7500,8500,,6000,7000,,7500 9000,6800,7627.8,
Turkey,bird,Retail,,,,42000,32000,45000,8500,34000,54000,,29000,,,,,,,34929,
"",,Wholesale,,,,35000,28000,35000,8500,31000,52000,,26000,,,,,,35000,31313,
Pulses,,,,,,,,,,,,,,,,,,,,,
Cow Peas,Kg,Retail,2000,1800,2500,2400 2000,2500,3000,2100,1800,2000 1800,2000,1500,2300,2000,2000,2100,2200,1300,2068.4,
"",,Wholesale,1800,1700,2300,2100 1800,2000,2800,1828,1600,1800 1700,1800,1250,1600,1800,1800,2000,2000,1100,1830.4,
"Dried Beans, Agwede",Kg,Retail,,,,1400 1200,,,,1300,1000,,1400,1200,2000,,,,,1357.1,
"",,Wholesale,,,,1200 1000,,,,1100,900,,1300,,1500,,,,,1166.7,
"Dried Beans, Nambale",Kg,Retail,2600,,1300,1600 1700,2300,1200,1500,1350,1200 1500,1200,1600,1500,1500 1900,1400,1600,1200 1300,1200,1532.5,
"",,Wholesale,2300,,1200,1400 1300,2100,950,1037,1200,1100 1200,1100,1400,1300,1400 1500,1400,1550,1100 1000,1000,1326.9,
"Dried Beans, Yellow",Kg,Retail,2600,1000,1300,1000 2000,3000,1400,1500,1400,1300,2000,1600,1700,2000 1800,2000,1800,1000 1400,1400,1660,
"",,Wholesale,2300,900,1200,800 1500,2500,1250,1088,1250,1200,1800,1400,1400,1800 1500,1800,1700,1000 1200,1300,1444.4,
Root Crops,,,,,,,,,,,,,,,,,,,,,
"Cassava, Dry Fermented",Kg,Retail,,,,,,350,,380,220,,400,600,1700 1000,,570,,1000,691.11,
"",,Wholesale,,,,,,300,,300,200,,290,350,1500 900,,530,,800,574.44,
"Cassava, Flour",Kg,Retail,800,1300,600,1200 800,1000,500,700,650,1100 1000,500,800,400,1800 1000,800,800,800 1000,800,873.81,
"",,Wholesale,700,1100,500,700 500,800,420,550,580,1000 900,400,600,350,1600 800,500,700,700 700,750,707.14,
"Cassava, Fresh",Kg,Retail,,550,800,1100 350,350,400,800,700,200 500,120,350,400,1000 900,500,1000,1000 400,1000,621,
"",,Wholesale,,450,500,700 250,300,350,600,500,180 400,110,300,350,800 800,500,900,800 300,800,494.5,
"Cassava, Sun dried",Kg,Retail,,,400,800,,350,400,380,220,300,400,600,1600 700,,550,500,1100,592.86,
"",,Wholesale,,,350,500,,300,360,300,200,250,290,350,1400 500,,520,400,1000,480,
Irish Potatoes,Kg,Retail,650,500,1000,1200 800,1000,850,350,800,600 350,300,700,1000,1400 1200,2000,550,550 1000,1400,866.67,
"",,,,,,,,,,,,,,,,,,,,,1500
"",,Wholesale,580,458,800,1000 700,950,750,295,670,500 300,270,600,,1200 1000,1500,500,500 800,1400,738.65,
Sweet Potatoes,Kg,Retail,220,230,1000,800 400,350,450,800,900,200 400,130,350,300,700 1000,500,700,1500,900,591.5,
"",,,,,,,,,,,,,,,,,,,,,1200
"",,Wholesale,180,200,500,600 300,300,380,600,700,180 300,120,300,200,500 800,500,650,1200,730,462,
Traditional Cash Crops,,,,,,,,,,,,,,,,,,,,,
Coffee (Unprocessed),Kg,Retail,,2500,2500,1000,,,,,1100,3700,,,,,3300,1060,,2165.7,
"",,Wholesale,,1900,2300,800,,,,,1000,3500,,,,,3200,950,,1950,
Vanilla (Unprocessed),Kg,Retail,,,,,,3000,,,,,,,,,,,3000,3000,
"",,Wholesale,,,,,,2700,,,,,,,,,,,2800,2750,
